"CITY","COUNTRY","ID"
"Gitega","Burundi",5173
"Anjouan","Comoros",5174
"Brac","Croatia",5175
"Cepin","Croatia",5176
"Dubrovnik","Croatia",5177
"Grobnik","Croatia",5178
"Aalborg","Denmark",5179
"Aarhus","Denmark",5180
"Aero","Denmark",5181
"Anholt","Denmark",5182
"Billund","Denmark",5183
"Copenhagen","Denmark",5184
"Endelage","Denmark",5185
"Esbjerg","Denmark",5186
"Gronholt","Denmark",5187
"Herning","Denmark",5188
"Kalundborg","Denmark",5189
"Karup","Denmark",5190
"Kastrup","Denmark",5191
"Kolding","Denmark",5192
"Krusa-padborg","Denmark",5193
"Laeso","Denmark",5194
"Ambato","Ecuador",5195
"Clementia","Ecuador",5196
"Coca","Ecuador",5197
"Cuenca","Ecuador",5198
"Esmeraldas","Ecuador",5199
"Galapagos","Ecuador",5200
"Gualaquiza","Ecuador",5201
"Guayaquil","Ecuador",5202
"Ibarra","Ecuador",5203
"Isabela","Ecuador",5204
"Km-192","Ecuador",5205
"La Julia","Ecuador",5206
"La Toma (Catamayo)","Ecuador",5207
"Lago Agrio","Ecuador",5208
"Latacunga","Ecuador",5209
"Macara","Ecuador",5210
"Macas","Ecuador",5211
"Machala","Ecuador",5212
"Asmara","Eritrea",5213
"Assab","Eritrea",5214
"Armari Air Force Base","Estonia",5215
"Kardla","Estonia",5216
"Kihnu","Estonia",5217
"Kuressaare","Estonia",5218
"Enontekio","Finland",5219
"Eura","Finland",5220
"Halli","Finland",5221
"Hameenkyro","Finland",5222
"Hanko","Finland",5223
"Immola","Finland",5226
"Joensuu","Finland",5228
"Kajaani","Finland",5230
"Kauhava","Finland",5232
"Kikala","Finland",5235
"Kotka","Finland",5238
"Kuopio","Finland",5240
"Lappeenranta","Finland",5242
"Aachen","Germany",5245
"Allendorf","Germany",5247
"Allstedt","Germany",5248
"Ansbach","Germany",5251
"Arnsberg","Germany",5253
"Augsburg","Germany",5255
"Bad Neuenahr","Germany",5257
"Bad Pyrmont","Germany",5259
"Ballenstedt","Germany",5260
"Bamberg","Germany",5262
"Bayreuth","Germany",5265
"Bielefeld","Germany",5268
"Borkum","Germany",5270
"Bremen","Germany",5272
"Bremgarten","Germany",5274
"Brueckeburg","Germany",5276
"Burg Feuerstein","Germany",5279
"Cochstedt","Germany",5282
"Cologne","Germany",5284
"Dahlemer Binz","Germany",5287
"Dessau","Germany",5289
"Dippenricht","Germany",5292
"Dortmund","Germany",5294
"Dresden","Germany",5295
"Dusseldorf","Germany",5298
"Ebenhofen","Germany",5299
"Eggenfelden","Germany",5302
"Eisenhuettenstadt","Germany",5304
"Emden","Germany",5306
"Erfurt","Germany",5308
"Finsterwalde","Germany",5311
"Frankfurt","Germany",5313
"Freising","Germany",5315
"Fritzlar","Germany",5317
"Fuhlsbuttel","Germany",5319
"Furstenwalde","Germany",5320
"Geilenkirchen","Germany",5322
"Gera","Germany",5324
"Giessen","Germany",5326
"Gransee","Germany",5328
"Grube","Germany",5330
"Hahn","Germany",5332
"Hamm","Germany",5335
"Hannover","Germany",5337
"Hasenmoor","Germany",5339
"Hellwege","Germany",5342
"Hildesheim","Germany",5344
"Hoexter Holzminden","Germany",5346
"Hohenfels","Germany",5348
"Hopsten","Germany",5351
"Ingolstadt","Germany",5353
"Jena","Germany",5355
"Kamenz","Germany",5358
"Karlsruhe","Germany",5360
"Kassel","Germany",5362
"Kempten","Germany",5363
"Kitzingen","Germany",5366
"Koblenz","Germany",5367
"Kyritz","Germany",5370
"Lahr","Germany",5372
"Landshut","Germany",5374
"Laupheim","Germany",5377
"Lechfeld","Germany",5379
"Leer","Germany",5380
"Leutkirch","Germany",5382
"Lindau","Germany",5384
"Luebeck","Germany",5386
"Luesse","Germany",5388
"Carriacou Island","Grenada",5390
"Budaoers","Hungary",5392
"Budapest","Hungary",5393
"Győr","Hungary",5396
"Kalocsa/Foktő","Hungary",5398
"Akureyri","Iceland",5400
"Egilsstadir","Iceland",5403
"Grundarfjordur","Iceland",5405
"Husavik","Iceland",5408
"Keflavik","Iceland",5410
"Bantry","Ireland",5412
"Caherciveen","Ireland",5413
"Cork","Ireland",5416
"Dublin","Ireland",5418
"Indreabhan","Ireland",5420
"Inishmaan","Ireland",5423
"Leixlip","Ireland",5425
"Beirut","Lebanon",5427
"Greenville","Liberia",5429
"Dzaoudzi","Mayotte",5430
"Agadir","Morocco",5433
"Ben Slimane","Morocco",5435
"Bouarfa","Morocco",5437
"El Aroui","Morocco",5439
"Essadouira","Morocco",5441
"Ifrane","Morocco",5444
"Anisakan","Myanmar",5446
"Banmaw","Myanmar",5449
"Dawei","Myanmar",5452
"Hommalin","Myanmar",5454
"Kawthoung","Myanmar",5457
"Khamti","Myanmar",5459
"Kyauktu","Myanmar",5461
"Loikaw","Myanmar",5464
"Grootfontein","Namibia",5467
"Keetmanshoop","Namibia",5469
"Akure","Nigeria",5472
"Benin","Nigeria",5475
"Calabar","Nigeria",5477
"Dutse","Nigeria",5478
"Enugu","Nigeria",5479
"Gombe","Nigeria",5480
"Gusau","Nigeria",5481
"Ilorin","Nigeria",5483
"Imo","Nigeria",5484
"Jalingo","Nigeria",5485
"Kaduna","Nigeria",5487
"Kano","Nigeria",5488
"Katsina","Nigeria",5489
"Arad","Romania",5491
"Bacau","Romania",5492
"Bakersfield","United States",6596
"Baltimore","United States",6598
"Bamberg","United States",6599
"Bangor","United States",6600
"Bar Harbor","United States",6602
"Baraboo","United States",6603
"Barnstable","United States",6605
"Barrow","United States",6606
"Bartow","United States",6608
"Batavia","United States",6609
"Baton Rouge","United States",6610
"Baudette","United States",6612
"Bay St. Louis","United States",6614
"Beaufort","United States",6615
"Beaver","United States",6617
"Beaver Falls","United States",6618
"Beckley","United States",6620
"Bedford","United States",6621
"Belleville","United States",6623
"Bellingham","United States",6624
"Bend","United States",6626
"Benton","United States",6627
"Benton Harbor","United States",6628
"Berkeley Springs","United States",6630
"Bethel","United States",6632
"Beverly","United States",6634
"Big Mountain","United States",6635
"Big Timber","United States",6637
"Billings","United States",6638
"Binghamton","United States",6640
"Birmingham","United States",6641
"Bismarck","United States",6643
"Blakely Island","United States",6644
"Bloomington","United States",6646
"Blythe","United States",6648
"Blytheville","United States",6649
"Bois Blanc Island","United States",6651
"Bolingbrook","United States",6653
"Borger","United States",6654
"Boston","United States",6656
"Boulder","United States",6657
"Bowling Green","United States",6659
"Bozeman","United States",6660
"Bradford","United States",6662
"Bradshaw Field","United States",6663
"Brainerd","United States",6665
"Breckenridge","United States",6667
"Bremerton","United States",6668
"Brevig Mission","United States",6670
"Brigham City","United States",6672
"Brookings","United States",6673
"Broomfield-CO","United States",6675
"Brunswick","United States",6677
"Bryan","United States",6678
"Bryce Canyon","United States",6679
"Buckland","United States",6681
"Bucyrus","United States",6683
"Buffalo","United States",6684
"Burbank","United States",6685
"Burlington","United States",6687
"Burns","United States",6688
"Butte","United States",6690
"Byron","United States",6691
"Cairo","United States",6692
"Calexico","United States",6694
"Calhoun","United States",6695
"Camarillo - CA","United States",6696
"Cambridge","United States",6698
"Camilla","United States",6700
"Camp Douglas","United States",6701
"Canton","United States",6703
"Cape Girardeau","United States",6704
"Cape Newenham","United States",6706
"Carbondale/Murphysboro","United States",6708
"Caribou","United States",6710
"Carrollton","United States",6712
"Cartersville","United States",6713
"Casper","United States",6715
"Catalina Island","United States",6716
"Cedar Rapids","United States",6718
"Central","United States",6720
"Centre","United States",6721
"Chalkyitsik","United States",6723
"Champaign","United States",6724
"Chantilly","United States",6726
"Chanute","United States",6727
"Charelvoix","United States",6729
"Charles City","United States",6730
"Charlotte","United States",6732
"Charlottesville VA","United States",6733
"Chefornak","United States",6736
"Chehalis","United States",6737
"Chenega","United States",6739
"Cheraw","United States",6740
"Cherry Point","United States",6741
"Cheyenne","United States",6743
"Chicago","United States",6744
"Chico","United States",6746
"Chicopee Falls","United States",6747
"Chignik Lagoon","United States",6749
"Childress","United States",6751
"China Lake","United States",6752
"Chino","United States",6754
"Chisana","United States",6755
"Christmas Valley","United States",6757
"Churchville","United States",6759
"Cincinnati","United States",6760
"Clarks Point","United States",6762
"Clarksville","United States",6764
"Clear Mews","United States",6765
"Clearwater","United States",6767
"Clemson","United States",6768
"Clewiston","United States",6770
"Clinton","United States",6771
"Coatesville","United States",6773
"Coco Beach","United States",6774
"Cocoa Beach","United States",6776
"Coeur d'Alene","United States",6778
"Coffeyville","United States",6779
"Cold Bay","United States",6781
"Coldfoot","United States",6782
"College Station","United States",6784
"Colombus","United States",6786
"Colorado Springs","United States",6787
"Columbus","United States",6789
"Concord","United States",6791
"Concord NH","United States",6792
"Conroe","United States",6794
"Conway","United States",6795
"Cooldige","United States",6796
"Cordele","United States",6798
"Cordelia","United States",6799
"Cornelia","United States",6801
"Corpus Christi","United States",6802
"Corvallis","United States",6804
"Cotulla","United States",6806
"Council","United States",6807
"Crescent City","United States",6811
"Cushing","United States",6819
"Duncan","United States",6868
"Dunkirk","United States",6869
"Prescott","United States",2964
"Quantico","United States",2965
"Redlands","United States",2966
"Republic","United States",2968
"Richmond","United States",2969
"Rockford","United States",2971
"Rockland","United States",2972
"SARATOGA","United States",2974
"Sallisaw","United States",2975
"San Juan","United States",2977
"San Luis","United States",2978
"Santa Fe","United States",2980
"Sarasota","United States",2981
"Savoonga","United States",2983
"Scranton","United States",2984
"Seldovia","United States",2986
"Shageluk","United States",2987
"Show Low","United States",2989
"Shungnak","United States",2990
"Sikeston","United States",2991
"Somerset","United States",2993
"St. Paul","United States",2994
"Stehekin","United States",2996
"Sterling","United States",2997
"Sublette","United States",2999
"Sylvania","United States",3000
"Tarentum","United States",3002
"Tatalina","United States",3003
"Tin City","United States",3005
"Torrance","United States",3006
"Tuskegee","United States",3008
"Unalaska","United States",3009
"Van Nuys","United States",3011
"Van Wert","United States",3012
"Victoria","United States",3013
"Waukesha","United States",3015
"Waycross","United States",3016
"Wheeling","United States",3018
"Whittier","United States",3019
"Winfield","United States",3021
"Winthrop","United States",3022
"Wrangell","United States",3024
"Yakataga","United States",3025
"Manokotak","United States",3027
"Mansfield","United States",3028
"Mcalester","United States",3030
"Melbourne","United States",3031
"Millville","United States",3033
"Milwaukee","United States",3034
"Moser Bay","United States",3036
"Nantucket","United States",3037
"Nashville","United States",3039
"New Haven","United States",3040
"Nondalton","United States",3042
"Owensboro","United States",3044
"Palo Alto","United States",3045
"Pendleton","United States",3047
"Pensacola","United States",3048
"Pineville","United States",3050
"Pocatello","United States",3051
"Princeton","United States",3053
"Quinhagak","United States",3054
"Red Devil","United States",3056
"Red River","United States",3057
"Richfield","United States",3059
"Ridgeland","United States",3060
"Rochester","United States",3062
"Rock Hill","United States",3063
"Salisbury","United States",3065
"San Diego","United States",3066
"Santa Ana","United States",3068
"Sheboygan","United States",3070
"Sleetmute","United States",3071
"St. Louis","United States",3073
"St. Marys","United States",3074
"Sylacauga","United States",3076
"Talkeetna","United States",3077
"Tallassee","United States",3079
"Telluride","United States",3080
"Texarkana","United States",3082
"Tillamook","United States",3083
"Tucumcari","United States",3085
"Valentine","United States",3086
"Waterfall","United States",3088
"Watertown","United States",3089
"Westsound","United States",3092
"Marysville","United States",3099
"Montgomery","United States",3106
"Inuvik","Canada",4534
"Island Lake","Canada",4536
"Jenpeg","Canada",4538
"Kangiqsualujjuaq","Canada",4540
"Kangirsuk","Canada",4542
"Kasabonika","Canada",4544
"Kegaska","Canada",4547
"Kelowna","Canada",4548
"Kenora","Canada",4550
"Kimmirut","Canada",4552
"Kingcome","Canada",4554
"Kingston","Canada",4556
"Kirkland Lake","Canada",4557
"La Grande Riviere","Canada",4560
"La Ronge","Canada",4563
"Lac Brochet","Canada",4565
"Lagoon Cove","Canada",4567
"Lansdowne House","Canada",4569
"Lindsay","Canada",4572
"Liverpool","Canada",4574
"London","Canada",4576
"Lourdes-De-Blanc-Sablon","Canada",4577
"Mackenzie British Columbia","Canada",4581
"Abbeville","France",4585
"Aire-sur-l'adour","France",4587
"Ajaccio","France",4589
"Albi","France",4591
"Amberieu","France",4593
"Ancenis","France",4595
"Andernos-Les-Bains","France",4596
"Annecy","France",4599
"Arcachon","France",4601
"Aubigny-sur-nere","France",4603
"Autun","France",4606
"Auxerre","France",4607
"Avord","France",4609
"Bale-Mulhouse-Freiburg","France",4611
"Beauvais","France",4614
"Bergerac","France",4616
"Beziers","France",4618
"Blois/Le Breuil","France",4620
"Bourg","France",4622
"Brest","France",4624
"Brienne-le Chateau","France",4625
"Cahors","France",4628
"Calvi","France",4630
"Cannes","France",4632
"Carcassonne","France",4633
"Cassagnes-beghones","France",4635
"Chalon","France",4638
"Chambery","France",4640
"Chateau-Thierry","France",4642
"Cherbourg","France",4645
"Clermont-Ferrand","France",4647
"Ivanovo","Russia",4932
"Izhevsk","Russia",4933
"Kaliningrad","Russia",4935
"Kamyshin","Russia",4937
"Kazan","Russia",4939
"Keperveem","Russia",4941
"Khabarovsk","Russia",4942
"Khanty-Mansiysk","Russia",4944
"Kirensk","Russia",4947
"Kodinsk","Russia",4949
"Kogalym","Russia",4950
"Komsomolsk-on-Amur","Russia",4952
"Kotlas","Russia",4955
"Kozyrevsk","Russia",4956
"Krasnokamensk","Russia",4958
"Kurgan","Russia",4961
"Kursk","Russia",4962
"Kyzyl","Russia",4964
"Kyzyl-Syr","Russia",4965
"Lensk","Russia",4967
"Lukhovitsy","Russia",4969
"Magas","Russia",4971
"Magnetiogorsk","Russia",4972
"Kamembe","Rwanda",4974
"Batajnica","Serbia",4976
"Anderstorp","Sweden",4978
"Arvidsjaur","Sweden",4980
"Björkvik","Sweden",4982
"Emmaboda","Sweden",4984
"Falkoping","Sweden",4986
"Gallivare","Sweden",4988
"Gothenborg","Sweden",4990
"Hagfors","Sweden",4992
"Hagshult","Sweden",4993
"Halmstad","Sweden",4995
"Hemavan","Sweden",4997
"Hultsfred","Sweden",4999
"Jokkmokk","Sweden",5001
"Kalixfors","Sweden",5002
"Karlsborg","Sweden",5004
"Karlstad","Sweden",5006
"Kramfors","Sweden",5008
"Landskrona","Sweden",5010
"Linkoeping","Sweden",5012
"Ljungbyhed","Sweden",5014
"Lycksele","Sweden",5016
"Cimei","Taiwan",5018
"Fengnin","Taiwan",5019
"Green Island","Taiwan",5021
"Hsinchu","Taiwan",5023
"Kaohsiung","Taiwan",5025
"Lanyu","Taiwan",5027
"Longtang","Taiwan",5028
"Adiyaman","Turkey",5030
"Agri","Turkey",5032
"Akhisar","Turkey",5033
"Ankara","Turkey",5035
"Antalya","Turkey",5036
"Balikesir Korfez","Turkey",5038
"Bingol","Turkey",5041
"Bodrum","Turkey",5042
"Canakkale","Turkey",5044
"Dalaman","Turkey",5046
"Denizli","Turkey",5047
"Elazig","Turkey",5049
"Erzurum","Turkey",5051
"Eskisehir","Turkey",5052
"Gaziantep","Turkey",5054
"Hatay","Turkey",5056
"Iskenderun","Turkey",5058
"Istanbul","Turkey",5060
"Kahramanmaras","Turkey",5062
"Kastamonu","Turkey",5064
"Konya","Turkey",5066
"Kutahya","Turkey",5067
"Entebbe","Uganda",5070
"Gulu","Uganda",5071
"Kampala","Uganda",5073
"Kasese","Uganda",5074
"Kisoro","Uganda",5076
"Kotido","Uganda",5078
"Chipata","Zambia",5079
"Kasama","Zambia",5081
"Livingstone","Zambia",5083
"Gjadër","Albania",5085
"Kuçovë","Albania",5087
"Adrar","Algeria",5088
"Algier","Algeria",5090
"Annaba","Algeria",5091
"Bejaja","Algeria",5093
"Blida","Algeria",5095
"Bordj Badji Mokhtar","Algeria",5096
"Boufarik","Algeria",5099
"Constantine","Algeria",5101
"Djelfa","Algeria",5103
"El Bayadh","Algeria",5105
"El Golea","Algeria",5106
"Ghriss","Algeria",5108
"Hassi Messaoud","Algeria",5110
"In Salah","Algeria",5112
"Laghouat","Algeria",5114
"Gyumri","Armenia",5116
"Bad Voeslau","Austria",5117
"Innsbruck","Austria",5120
"Klagenfurt","Austria",5121
"Linz","Austria",5123
"Andros","Bahamas",5125
"Andros Town","Bahamas",5126
"Black Point","Bahamas",5129
"Clarence Bain","Bahamas",5133
"Great Exuma","Bahamas",5141
"Helsinki","Finland",5224
"Hyvinkaa","Finland",5225
"Ivalo","Finland",5227
"Jyvaskyla","Finland",5229
"Kauhajoki","Finland",5231
"Kemi","Finland",5233
"Kemijarvi","Finland",5234
"Kitee","Finland",5236
"Kittila","Finland",5237
"Kruunupyy","Finland",5239
"Kuusamo","Finland",5241
"Batumi","Georgia",5243
"Kutaisi","Georgia",5244
"Aalen-heidenheim","Germany",5246
"Altenburg","Germany",5249
"Anklam","Germany",5250
"Arnbruck","Germany",5252
"Aschaffenburg","Germany",5254
"Bad Duerkheim","Germany",5256
"Bad Oeynhausen","Germany",5258
"Baltrum","Germany",5261
"Barth","Germany",5263
"Bautzen","Germany",5264
"Berlin","Germany",5266
"Biberach","Germany",5267
"Birburg","Germany",5269
"Braunschweig","Germany",5271
"Bremerhaven","Germany",5273
"Brilon","Germany",5275
"Buechel","Germany",5277
"Holdredge","United States",7088
"Holland","United States",7089
"Hollis","United States",7090
"Hollywood","United States",7092
"Holy Cross","United States",7093
"Homestead","United States",7095
"Hondo","United States",7096
"Hoonah","United States",7098
"Hooper Bay","United States",7099
"Hoquiam","United States",7101
"Hot Springs","United States",7102
"Houlton","United States",7104
"Houston","United States",7105
"Hunter Aaf","United States",7107
"Huntington","United States",7108
"Huron","United States",7110
"Huslia","United States",7111
"Hutchinson","United States",7112
"Hyder","United States",7114
"Icy Bay","United States",7115
"Igiugig","United States",7117
"Iliamna","United States",7118
"Imperial","United States",7120
"Independence","United States",7121
"Indian Springs","United States",7123
"International Falls","United States",7125
"Iowa City","United States",7127
"Iraan","United States",7128
"Iron Mountain","United States",7129
"Isle Royale National Park","United States",7131
"Jacksn Hole","United States",7134
"Jackson","United States",7135
"Jacksonville NC","United States",7137
"Janesville","United States",7139
"Jasper","United States",7140
"Jefferson City","United States",7142
"Jekyll Island","United States",7143
"Johnstown","United States",7145
"Jonesboro","United States",7147
"Joplin","United States",7148
"Juneau","United States",7150
"Kalskag","United States",7156
"Kapolei","United States",7162
"La Grande","United States",7212
"La Verne","United States",7214
"LaFayette","United States",7215
"Ladysmith","United States",7217
"Lafayette","United States",7218
"Lahania-kapalua","United States",7220
"Lake City","United States",7222
"Lake Geneva","United States",7223
"Lake Minchumina","United States",7225
"Lake Wales","United States",7227
"Lakehurst","United States",7228
"Lakeview","United States",7230
"Lakeway","United States",7231
"Lampasas","United States",7233
"Lanai","United States",7234
"Lansing","United States",7236
"Laramie","United States",7237
"Laredo","United States",7238
"Larsen Bay","United States",7240
"Las Cruces","United States",7241
"Las vegas","United States",7243
"Latrobe","United States",7244
"Lawrenceville","United States",7246
"Lazy Bay","United States",7248
"Lebanon","United States",7249
"Lemoore","United States",7251
"Levelock","United States",7252
"Lewisburg","United States",7253
"Lewistown","United States",7255
"Lexington","United States",7256
"Liberal","United States",7258
"Liberty","United States",7259
"Lima","United States",7261
"Lincoln","United States",7262
"Linden","United States",7263
"Little Rock","United States",7265
"Live Oak","United States",7266
"Livingood","United States",7268
"Livingston-Montana","United States",7269
"Locust Grove","United States",7272
"Logan","United States",7273
"London","United States",7275
"Lone Rock","United States",7276
"Long Beach","United States",7277
"Lopez","United States",7279
"Lorain-Elyria","United States",7280
"Los Angeles","United States",7282
"Louisiana","United States",7283
"Lovelock","United States",7285
"Lowell","United States",7286
"Ludington","United States",7288
"Lufkin","United States",7289
"Luray","United States",7291
"Lynchburg","United States",7292
"Lynden","United States",7293
"MONTGOMERY","United States",7295
"Mackinac Island","United States",7296
"Macomb","United States",7298
"Madera","United States",7300
"Madison","United States",7301
"Cayman Brac","Cayman Islands",7303
"Little Cayman","Cayman Islands",7305
"Impfondo","Congo Republic",7307
"Loubomo","Congo Republic",7308
"Benesov","Czech Republic",7309
"McKinley Park","United States",3285
"Michigan City","United States",3287
"Milledgeville","United States",3288
"Mount Clemens","United States",3290
"Mountain View","United States",3292
"Nelson Lagoon","United States",3294
"Oklahoma City","United States",3296
"Peach Springs","United States",3297
"Pine Mountain","United States",3299
"Port Clarence","United States",3301
"Port alsworth","United States",3303
"Redwood Falls","United States",3304
"Santa Barbara","United States",3306
"St. Augustine","United States",3308
"Traverse City","United States",3310
"Tuscaloosa AL","United States",3311
"Wichita Falls","United States",3313
"Winston-salem","United States",3315
"Mount Sterling","United States",3317
"Port O\'Connor","United States",3319
"Prospect Creek","United States",3320
"Rancho Murieta","United States",3322
"San Bernardino","United States",3324
"St. Petersburg","United States",3326
"Wallops Island","United States",3328
"Whidbey Island","United States",3329
"Monument Valley","United States",3331
"North Kingstown","United States",3333
"Richland Center","United States",3335
"San Luis Obispo","United States",3337
"St. Paul Island","United States",3339
"Tenakee Springs","United States",3341
"Mountain Village","United States",3343
"North Whale Pass","United States",3345
"North Wilkesboro","United States",3346
"Richmond Heights","United States",3348
"Waikoloa Village","United States",3350
"Wisconsin Rapids","United States",3352
"Norfolk  Nebraska","United States",3354
"Thief River Falls","United States",3356
"Vineyard Haven MA","United States",3358
"Manley Hot Springs","United States",3360
"Palm Beach Gardens","United States",3362
"West Hampton Beach","United States",3364
"San Clemente Island","United States",3366
"St. Augustine Airport","United States",3369
"Spearfish-South Dakota","United States",3371
"Pinehurst-Southern Pines","United States",3373
"Ofu","American Samoa",3375
"Oyo","Congo Republic",3377
"Pointe-noire","Congo Republic",3378
"Namest","Czech Republic",3380
"Prague","Czech Republic",3381
"Prerov","Czech Republic",3382
"Ostrava","Czech Republic",3384
"Pribram","Czech Republic",3385
"Pardubice","Czech Republic",3386
"Vysoke Myto","Czech Republic",3388
"Mnichovo Hradiste","Czech Republic",3390
"Midway","Midway Islands",3392
"Norfolk Island","Norfolk Island",3393
"Unst","United Kingdom",3395
"York","United Kingdom",3397
"Oxford","United Kingdom",3403
"Papa Stour","United Kingdom",3450
"ST MARY\'S","United Kingdom",3452
"Shrewsbury","United Kingdom",3453
"Waddington","United Kingdom",3455
"Newtownards","United Kingdom",3456
"Shaftesbury","United Kingdom",3458
"North Connel","United Kingdom",3460
"Papa Westray","United Kingdom",3461
"Wellesbourne","United Kingdom",3463
"North Ronaldsay","United Kingdom",3465
"Shoreham By Sea","United Kingdom",3466
"Sege","Solomon Islands",3469
